編號,產業,關聯欄位,子分類,原始文字,公司名稱,股票代號,星等,是否為供應鏈敘述,group_id,股票代號_單一,yfinance_ticker
18,矽光子／CPO,全球上游_供應,,InP基板/銦材料 → MOCVD/MBE磊晶 → InP雷射/PD/APD → SiPh/FAU → 光模組 → CPO封裝,,MBE,0,True,251,MBE,MBE
18,矽光子／CPO,全球上游_供應,,InP基板/銦材料 → MOCVD/MBE磊晶 → InP雷射/PD/APD → SiPh/FAU → 光模組 → CPO封裝,,PD,0,True,252,PD,PD
18,矽光子／CPO,全球上游_供應,,InP基板/銦材料 → MOCVD/MBE磊晶 → InP雷射/PD/APD → SiPh/FAU → 光模組 → CPO封裝,,APD,0,True,253,APD,APD
18,矽光子／CPO,全球上游_供應,,InP基板/銦材料 → MOCVD/MBE磊晶 → InP雷射/PD/APD → SiPh/FAU → 光模組 → CPO封裝,,FAU,0,True,254,FAU,FAU
18,矽光子／CPO,全球上游_供應,,InP基板/銦材料 → MOCVD/MBE磊晶 → InP雷射/PD/APD → SiPh/FAU → 光模組 → CPO封裝,,CPO,0,True,255,CPO,CPO
18,矽光子／CPO,全球上游_供應,,InP供給與銦出口政策為上游風險,InP供給與銦出口政策為上游風險,,0,False,256,,
18,矽光子／CPO,全球競爭_同業,,COHR★★★★★,,COHR,5,False,257,COHR,COHR
18,矽光子／CPO,全球競爭_同業,,LITE★★★★★,,LITE,5,False,258,LITE,LITE
18,矽光子／CPO,全球競爭_同業,,AVGO★★★★★,,AVGO,5,False,259,AVGO,AVGO
18,矽光子／CPO,全球競爭_同業,,中際旭創300308.SZ★★★★★,中際旭創,300308.SZ,5,False,260,300308.SZ,300308.SZ
18,矽光子／CPO,全球競爭_同業,,新易盛300502.SZ★★★★★,新易盛,300502.SZ,5,False,261,300502.SZ,300502.SZ
18,矽光子／CPO,全球競爭_同業,,Sumitomo Electric 5802.T★★★★,Sumitomo Electric,5802.T,4,False,262,5802.T,5802.T
18,矽光子／CPO,全球競爭_同業,,Mitsubishi Electric 6503.T★★★,Mitsubishi Electric,6503.T,3,False,263,6503.T,6503.T
18,矽光子／CPO,全球合作_需求端,,NVDA★★★★★,,NVDA,5,False,264,NVDA,NVDA
18,矽光子／CPO,全球合作_需求端,,AVGO★★★★★,,AVGO,5,False,265,AVGO,AVGO
18,矽光子／CPO,全球合作_需求端,,MRVL★★★★,,MRVL,4,False,266,MRVL,MRVL
18,矽光子／CPO,全球合作_需求端,,AMZN/GOOGL/MSFT/META資料中心CapEx,GOOGL/MSFT/META資料中心CapEx,AMZN,0,False,267,AMZN,AMZN
18,矽光子／CPO,全球合作_需求端,,800G→1.6T→CPO升級,,800G,0,True,268,800G,800G
18,矽光子／CPO,全球合作_需求端,,800G→1.6T→CPO升級,,CPO,0,True,269,CPO,CPO
18,矽光子／CPO,台灣高關聯股,,聯亞↔IET-KY↔環宇-KY（InP）★★★★★,聯亞↔-KY↔環宇-KY InP,IET,5,False,270,IET,IET
18,矽光子／CPO,台灣高關聯股,,全新↔穩懋↔宏捷科（三五族）★★★★,全新↔穩懋↔宏捷科 三五族,,4,False,271,,
18,矽光子／CPO,台灣高關聯股,,上詮/波若威（FAU）★★★★,上詮/波若威,FAU,4,False,272,FAU,FAU
18,矽光子／CPO,台灣高關聯股,,華星光/聯鈞/眾達（光模組）★★★★★,華星光/聯鈞/眾達 光模組,,5,False,273,,
19,光學鏡頭－手機,台灣核心股,,大立光3008★★★★★,大立光,3008,5,False,274,3008,3008.TW
19,光學鏡頭－手機,台灣核心股,,先進光3362★★★★,先進光,3362,4,False,275,3362,3362.TW
19,光學鏡頭－手機,台灣核心股,,玉晶光3406★★★★★,玉晶光,3406,5,False,276,3406,3406.TW
19,光學鏡頭－手機,全球上游_供應,,光學材料／Sensor,光學材料 Sensor,,0,False,277,,
19,光學鏡頭－手機,全球競爭_同業,,舜宇光學2382.HK★★★★★,舜宇光學,2382.HK,5,False,278,2382.HK,2382.HK
19,光學鏡頭－手機,全球合作_需求端,,AAPL★★★★,,AAPL,4,False,279,AAPL,AAPL
19,光學鏡頭－手機,全球合作_需求端,,手機新品週期,手機新品週期,,0,False,280,,
19,光學鏡頭－手機,台灣高關聯股,,亞光3019★★★★,亞光,3019,4,False,281,3019,3019.TW
19,光學鏡頭－手機,台灣高關聯股,,今國光6209★★★,今國光,6209,3,False,282,6209,6209.TW
20,光學鏡頭－CPO/AI光學,台灣核心股,,先進光3362★★★★★,先進光,3362,5,False,283,3362,3362.TW
20,光學鏡頭－CPO/AI光學,台灣核心股,,大立光3008★★★★,大立光,3008,4,False,284,3008,3008.TW
20,光學鏡頭－CPO/AI光學,台灣核心股,,上詮3363★★★★★,上詮,3363,5,False,285,3363,3363.TW
20,光學鏡頭－CPO/AI光學,全球上游_供應,,光纖/精密光學/V-Groove/FA,光纖/精密光學/V-Groove/FA,,0,False,286,,
20,光學鏡頭－CPO/AI光學,全球競爭_同業,,COHR★★★★★,,COHR,5,False,287,COHR,COHR
20,光學鏡頭－CPO/AI光學,全球競爭_同業,,LITE★★★★,,LITE,4,False,288,LITE,LITE
20,光學鏡頭－CPO/AI光學,全球合作_需求端,,AVGO★★★★★,,AVGO,5,False,289,AVGO,AVGO
20,光學鏡頭－CPO/AI光學,全球合作_需求端,,CPO/高速光通訊,高速光通訊,CPO,0,False,290,CPO,CPO
20,光學鏡頭－CPO/AI光學,台灣高關聯股,,波若威3163★★★★,波若威,3163,4,False,291,3163,3163.TW
20,光學鏡頭－CPO/AI光學,台灣高關聯股,,華星光4979★★★★,華星光,4979,4,False,292,4979,4979.TW
21,機器人／Physical AI,台灣核心股,,達明4585★★★★★,達明,4585,5,False,293,4585,4585.TW
21,機器人／Physical AI,全球上游_供應,,NVDA★★★★★,,NVDA,5,False,294,NVDA,NVDA
21,機器人／Physical AI,全球上游_供應,,伺服馬達／減速機／線性傳動,伺服馬達 減速機 線性傳動,,0,False,295,,
21,機器人／Physical AI,全球競爭_同業,,Doosan454910.KS★★★★★,Doosan,454910.KS,5,False,296,454910.KS,454910.KS
21,機器人／Physical AI,全球競爭_同業,,FANUC6954.T★★★★★,FANUC,6954.T,5,False,297,6954.T,6954.T
21,機器人／Physical AI,全球競爭_同業,,ABB★★★★,,ABB,4,False,298,ABB,ABB
21,機器人／Physical AI,全球競爭_同業,,Yaskawa6506.T★★★★,Yaskawa,6506.T,4,False,299,6506.T,6506.T
21,機器人／Physical AI,全球合作_需求端,,NVDA Isaac/Jetson,Isaac/Jetson,NVDA,0,False,300,NVDA,NVDA
21,機器人／Physical AI,全球合作_需求端,,廣達2382★★★★★,廣達,2382,5,False,301,2382,2382.TW
21,機器人／Physical AI,台灣高關聯股,,所羅門2359★★★★,所羅門,2359,4,False,302,2359,2359.TW
21,機器人／Physical AI,台灣高關聯股,,上銀2049★★★★,上銀,2049,4,False,303,2049,2049.TW
21,機器人／Physical AI,台灣高關聯股,,直得1597★★★,直得,1597,3,False,304,1597,1597.TW
21,機器人／Physical AI,台灣高關聯股,,台灣精銳4583★★★★,台灣精銳,4583,4,False,305,4583,4583.TW
22,AI機櫃IC－電源／高速網通,台灣核心股,,矽力*-KY 6415 ★★★★,矽力*-KY,6415,4,False,306,6415,6415.TW
22,AI機櫃IC－電源／高速網通,台灣核心股,,達發6526 ★★★★,達發,6526,4,False,307,6526,6526.TW
22,AI機櫃IC－電源／高速網通,全球上游_供應,,台積電2330/TSM ★★★★,台積電,2330/TSM,4,False,308,2330,2330.TW
22,AI機櫃IC－電源／高速網通,全球上游_供應,,台積電2330/TSM ★★★★,台積電,2330/TSM,4,False,308,TSM,TSM
22,AI機櫃IC－電源／高速網通,全球上游_供應,,先進製程/封測供應鏈,先進製程/封測供應鏈,,0,False,309,,
22,AI機櫃IC－電源／高速網通,全球競爭_同業,電源管理,MPWR ★★★★★,,MPWR,5,False,310,MPWR,MPWR
22,AI機櫃IC－電源／高速網通,全球競爭_同業,電源管理,TXN ★★★★,,TXN,4,False,311,TXN,TXN
22,AI機櫃IC－電源／高速網通,全球競爭_同業,電源管理,ADI ★★★★,,ADI,4,False,312,ADI,ADI
22,AI機櫃IC－電源／高速網通,全球競爭_同業,高速網通,AVGO ★★★★★,,AVGO,5,False,313,AVGO,AVGO
22,AI機櫃IC－電源／高速網通,全球競爭_同業,高速網通,MRVL ★★★★★,,MRVL,5,False,314,MRVL,MRVL
22,AI機櫃IC－電源／高速網通,全球競爭_同業,高速網通,QCOM ★★★★,,QCOM,4,False,315,QCOM,QCOM
22,AI機櫃IC－電源／高速網通,全球合作_需求端,,AI機櫃電源重構,AI機櫃電源重構,,0,False,316,,
22,AI機櫃IC－電源／高速網通,全球合作_需求端,,企業級SSD電源,企業級電源,SSD,0,False,317,SSD,SSD
22,AI機櫃IC－電源／高速網通,全球合作_需求端,,800G/1.6T高速網通與光模組,高速網通與光模組,800G/1.6T,0,False,318,800G,800G
22,AI機櫃IC－電源／高速網通,全球合作_需求端,,800G/1.6T高速網通與光模組,高速網通與光模組,800G/1.6T,0,False,318,1.6T,1.6T
22,AI機櫃IC－電源／高速網通,台灣高關聯股,,台達電2308 ★★★★,台達電,2308,4,False,319,2308,2308.TW
22,AI機櫃IC－電源／高速網通,台灣高關聯股,,聯發科2454 ★★★★,聯發科,2454,4,False,320,2454,2454.TW
22,AI機櫃IC－電源／高速網通,台灣高關聯股,,瑞昱2379 ★★★★,瑞昱,2379,4,False,321,2379,2379.TW
22,AI機櫃IC－電源／高速網通,台灣高關聯股,,智邦2345 ★★★★,智邦,2345,4,False,322,2345,2345.TW
23,記憶體模組,台灣核心股,,緯創3231 ★★★★,緯創,3231,4,False,323,3231,3231.TW
23,記憶體模組,全球上游_供應,,DRAM/NAND原廠,NAND原廠,DRAM,0,False,324,DRAM,DRAM
23,記憶體模組,全球競爭_同業,,MU★★★★★,,MU,5,False,325,MU,MU
23,記憶體模組,全球競爭_同業,,SK hynix★★★★,SK hynix,000660.KS,4,False,326,000660.KS,000660.KS
23,記憶體模組,全球競爭_同業,,Samsung★★★★,Samsung,005930.KS,4,False,327,005930.KS,005930.KS
23,記憶體模組,全球合作_需求端,,PC／Server／AI終端,PC Server AI終端,,0,False,328,,
23,記憶體模組,台灣高關聯股,,南亞科2408★★★★,南亞科,2408,4,False,329,2408,2408.TW
23,記憶體模組,台灣高關聯股,,威剛3260★★★★,威剛,3260,4,False,330,3260,3260.TW
24,貨櫃／航運電子關聯,台灣核心股,,萬海2615 ★★★,萬海,2615,3,False,331,2615,2615.TW
24,貨櫃／航運電子關聯,全球上游_供應,,燃油／港口／貨櫃運價,燃油 港口 貨櫃運價,,0,False,332,,
24,貨櫃／航運電子關聯,全球競爭_同業,,ZIM★★★,,ZIM,3,False,333,ZIM,ZIM
24,貨櫃／航運電子關聯,全球競爭_同業,,Maersk★★★,Maersk,,3,False,334,,
24,貨櫃／航運電子關聯,全球合作_需求端,,SCFI／亞洲航線需求,亞洲航線需求,SCFI,0,False,335,SCFI,SCFI
24,貨櫃／航運電子關聯,台灣高關聯股,,長榮2603,長榮,2603,0,False,336,2603,2603.TW
24,貨櫃／航運電子關聯,台灣高關聯股,,陽明2609,陽明,2609,0,False,337,2609,2609.TW
25,電源／AI機櫃,台灣核心股,,台虹8039 ★★★★,台虹,8039,4,False,338,8039,8039.TW
25,電源／AI機櫃,全球上游_供應,,電子材料／軟板材料,電子材料 軟板材料,,0,False,339,,
25,電源／AI機櫃,全球競爭_同業,,DuPont★★★,DuPont,DD,3,False,340,DD,DD
25,電源／AI機櫃,全球競爭_同業,,材料同業,材料同業,,0,False,341,,
25,電源／AI機櫃,全球合作_需求端,,AI Server／消費電子,AI Server 消費電子,,0,False,342,,
25,電源／AI機櫃,台灣高關聯股,,台光電2383★★★,台光電,2383,3,False,343,2383,2383.TW
25,電源／AI機櫃,台灣高關聯股,,聯茂6213★★★,聯茂,6213,3,False,344,6213,6213.TW
26,電子製造／零組件,台灣核心股,,光寶科2301 ★★★★,光寶科,2301,4,False,345,2301,2301.TW
26,電子製造／零組件,全球上游_供應,,電源／光電／零組件,電源 光電 零組件,,0,False,346,,
26,電子製造／零組件,全球競爭_同業,,DELTA相關供應鏈,相關供應鏈,DELTA,0,False,347,DELTA,DELTA
26,電子製造／零組件,全球競爭_同業,,Lite-On全球同業,Lite-On全球同業,,0,False,348,,
26,電子製造／零組件,全球合作_需求端,,AI Server／PC／消費電子,AI Server PC 消費電子,,0,False,349,,
26,電子製造／零組件,台灣高關聯股,,台達電2308★★★★,台達電,2308,4,False,350,2308,2308.TW
26,電子製造／零組件,台灣高關聯股,,群光2385★★★,群光,2385,3,False,351,2385,2385.TW
27,電子材料／零組件,台灣核心股,,盟立2464 ★★★,盟立,2464,3,False,352,2464,2464.TW
27,電子材料／零組件,全球上游_供應,,自動化／系統整合,自動化 系統整合,,0,False,353,,
27,電子材料／零組件,全球競爭_同業,,Rockwell★★★,Rockwell,ROK,3,False,354,ROK,ROK
27,電子材料／零組件,全球競爭_同業,,Siemens★★★,Siemens,SIE.DE,3,False,355,SIE.DE,SIE.DE
27,電子材料／零組件,全球合作_需求端,,半導體／面板／自動化設備需求,半導體 面板 自動化設備需求,,0,False,356,,
27,電子材料／零組件,台灣高關聯股,,所羅門2359★★★,所羅門,2359,3,False,357,2359,2359.TW
27,電子材料／零組件,台灣高關聯股,,廣運6125★★★,廣運,6125,3,False,358,6125,6125.TW
28,電子零組件／連接器,台灣核心股,,川湖2059 ★★★★★,川湖,2059,5,False,359,2059,2059.TW
28,電子零組件／連接器,全球上游_供應,,金屬件／滑軌零組件,金屬件 滑軌零組件,,0,False,360,,
28,電子零組件／連接器,全球競爭_同業,,Accuride★★★,Accuride,ACW,3,False,361,ACW,ACW
28,電子零組件／連接器,全球合作_需求端,,AI Server／資料中心,AI Server 資料中心,,0,False,362,,
28,電子零組件／連接器,台灣高關聯股,,勤誠8210★★★★,勤誠,8210,4,False,363,8210,8210.TW
28,電子零組件／連接器,台灣高關聯股,,晟銘電3013★★★,晟銘電,3013,3,False,364,3013,3013.TW
29,電子零組件／連接器,台灣核心股,,精誠6214 ★★★,精誠,6214,3,False,365,6214,6214.TW
29,電子零組件／連接器,全球上游_供應,,軟體／系統整合,軟體 系統整合,,0,False,366,,
29,電子零組件／連接器,全球競爭_同業,,ACN★★★,,ACN,3,False,367,ACN,ACN
29,電子零組件／連接器,全球競爭_同業,,IBM★★★,,IBM,3,False,368,IBM,IBM
29,電子零組件／連接器,全球合作_需求端,,企業IT／雲端／AI導入,企業IT 雲端 AI導入,,0,False,369,,
29,電子零組件／連接器,台灣高關聯股,,零壹3029★★★,零壹,3029,3,False,370,3029,3029.TW
29,電子零組件／連接器,台灣高關聯股,,邁達特6112★★★,邁達特,6112,3,False,371,6112,6112.TW
30,電子零組件,台灣核心股,,研華2395 ★★★★,研華,2395,4,False,372,2395,2395.TW
30,電子零組件,全球上游_供應,,工業電腦零組件／Edge AI,工業電腦零組件 Edge AI,,0,False,373,,
30,電子零組件,全球競爭_同業,,ADLINK相關,相關,ADLINK,0,False,374,ADLINK,ADLINK
30,電子零組件,全球競爭_同業,,Siemens★★★,Siemens,SIE.DE,3,False,375,SIE.DE,SIE.DE
30,電子零組件,全球合作_需求端,,工控／Edge AI／智慧製造,工控 Edge AI 智慧製造,,0,False,376,,
30,電子零組件,台灣高關聯股,,凌華6166★★★★,凌華,6166,4,False,377,6166,6166.TW
30,電子零組件,台灣高關聯股,,樺漢6414★★★★,樺漢,6414,4,False,378,6414,6414.TW
31,AI Server機構件／金屬機殼,台灣核心股,,可成2474 ★★★★,可成,2474,4,False,379,2474,2474.TW
31,AI Server機構件／金屬機殼,全球上游_供應,,鋁鎂合金／CNC／精密金屬加工,鋁鎂合金  精密金屬加工,CNC,0,False,380,CNC,CNC
31,AI Server機構件／金屬機殼,全球競爭_同業,,Jabil JBL★★★★,Jabil JBL,,4,False,381,,
31,AI Server機構件／金屬機殼,全球競爭_同業,,Hon Hai 2317.TW★★★★,Hon Hai,2317.TW,4,False,382,2317.TW,2317.TW
31,AI Server機構件／金屬機殼,全球合作_需求端,,NVDA★★★★★,,NVDA,5,False,383,NVDA,NVDA
31,AI Server機構件／金屬機殼,全球合作_需求端,,AI Server／Vera Rubin供應鏈,AI Server Vera Rubin供應鏈,,0,False,384,,
31,AI Server機構件／金屬機殼,台灣高關聯股,,勤誠8210★★★★,勤誠,8210,4,False,385,8210,8210.TW
31,AI Server機構件／金屬機殼,台灣高關聯股,,晟銘電3013★★★★,晟銘電,3013,4,False,386,3013,3013.TW
31,AI Server機構件／金屬機殼,台灣高關聯股,,富世達6805★★★,富世達,6805,3,False,387,6805,6805.TW
32,AI Server電源／連接器,台灣核心股,,瀚荃8103 ★★★★,瀚荃,8103,4,False,388,8103,8103.TW
32,AI Server電源／連接器,全球上游_供應,,連接器／線材／電源相關零組件,連接器 線材 電源相關零組件,,0,False,389,,
32,AI Server電源／連接器,全球競爭_同業,,APH★★★★,,APH,4,False,390,APH,APH
32,AI Server電源／連接器,全球競爭_同業,,TEL★★★★,,TEL,4,False,391,TEL,TEL
32,AI Server電源／連接器,全球競爭_同業,,JAE★★★,,JAE,3,False,392,JAE,JAE
32,AI Server電源／連接器,全球合作_需求端,,AI Server電源需求,AI Server電源需求,,0,False,393,,
32,AI Server電源／連接器,全球合作_需求端,,資料中心／伺服器,資料中心 伺服器,,0,False,394,,
32,AI Server電源／連接器,台灣高關聯股,,光寶科2301★★★★,光寶科,2301,4,False,395,2301,2301.TW
32,AI Server電源／連接器,台灣高關聯股,,台達電2308★★★★,台達電,2308,4,False,396,2308,2308.TW
32,AI Server電源／連接器,台灣高關聯股,,貿聯-KY3665★★★★,貿聯-KY,3665,4,False,397,3665,3665.TW
33,矽電容／Silicon Capacitor,台灣核心股,,愛普6531 ★★★★★,愛普,6531,5,False,398,6531,6531.TW
33,矽電容／Silicon Capacitor,台灣核心股,,力積電6770 ★★★★,力積電,6770,4,False,399,6770,6770.TW
33,矽電容／Silicon Capacitor,台灣核心股,,聯電2303 ★★★★,聯電,2303,4,False,400,2303,2303.TW
33,矽電容／Silicon Capacitor,台灣核心股,,華邦電2344 ★★★★,華邦電,2344,4,False,401,2344,2344.TW
33,矽電容／Silicon Capacitor,全球上游_供應,,高深寬比深溝槽／DRAM堆疊電容製程,高深寬比深溝槽 堆疊電容製程,DRAM,0,False,402,DRAM,DRAM
33,矽電容／Silicon Capacitor,全球上游_供應,,8吋／12吋成熟製程,8吋 12吋成熟製程,,0,False,403,,
33,矽電容／Silicon Capacitor,全球上游_供應,,先進封裝,先進封裝,,0,False,404,,
33,矽電容／Silicon Capacitor,全球競爭_同業,,Murata 6981.T ★★★★,Murata,6981.T,4,False,405,6981.T,6981.T
33,矽電容／Silicon Capacitor,全球競爭_同業,,TDK 6762.T ★★★★,TDK,6762.T,4,False,406,6762.T,6762.T
33,矽電容／Silicon Capacitor,全球競爭_同業,,Samsung Electro-Mechanics 009150.KS ★★★★,Samsung Electro-Mechanics,009150.KS,4,False,407,009150.KS,009150.KS
33,矽電容／Silicon Capacitor,全球合作_需求端,,AI/HPC先進封裝,AI/先進封裝,HPC,0,False,408,HPC,HPC
33,矽電容／Silicon Capacitor,全球合作_需求端,,Chiplet,Chiplet,,0,False,409,,
33,矽電容／Silicon Capacitor,全球合作_需求端,,HBM,,HBM,0,False,410,HBM,HBM
33,矽電容／Silicon Capacitor,全球合作_需求端,,SoC電源完整性／高速I/O,SoC電源完整性 高速I/O,,0,False,411,,
33,矽電容／Silicon Capacitor,台灣高關聯股,,愛普→產品/IP,,IP,0,True,412,IP,IP
33,矽電容／Silicon Capacitor,台灣高關聯股,,力積電→8/12吋代工,力積電→8/12吋代工,,0,True,413,,
33,矽電容／Silicon Capacitor,台灣高關聯股,,聯電→DTC/橋接晶片,,DTC,0,True,414,DTC,DTC
33,矽電容／Silicon Capacitor,台灣高關聯股,,華邦電→Foundry/PDK,,PDK,0,True,415,PDK,PDK
34,大電流連接器／AI電源,台灣核心股,,建準2421 ★★★★,建準,2421,4,False,416,2421,2421.TW
34,大電流連接器／AI電源,台灣核心股,,新盛力4931 ★★★★,新盛力,4931,4,False,417,4931,4931.TW
34,大電流連接器／AI電源,全球上游_供應,,電源模組／BBU／連接器材料,電源模組  連接器材料,BBU,0,False,418,BBU,BBU
34,大電流連接器／AI電源,全球競爭_同業,,APH★★★★,,APH,4,False,419,APH,APH
34,大電流連接器／AI電源,全球競爭_同業,,TEL★★★★,,TEL,4,False,420,TEL,TEL
34,大電流連接器／AI電源,全球競爭_同業,,VRT★★★★,,VRT,4,False,421,VRT,VRT
34,大電流連接器／AI電源,全球合作_需求端,,AI Server／BBU／高功率電源,AI Server  高功率電源,BBU,0,False,422,BBU,BBU
34,大電流連接器／AI電源,台灣高關聯股,,光寶科2301★★★★,光寶科,2301,4,False,423,2301,2301.TW
34,大電流連接器／AI電源,台灣高關聯股,,台達電2308★★★★,台達電,2308,4,False,424,2308,2308.TW
34,大電流連接器／AI電源,台灣高關聯股,,瀚荃8103★★★★,瀚荃,8103,4,False,425,8103,8103.TW
35,半導體材料分析／檢測,台灣核心股,,汎銓6830 ★★★★,汎銓,6830,4,False,426,6830,6830.TW
35,半導體材料分析／檢測,全球上游_供應,,半導體材料／分析設備,半導體材料 分析設備,,0,False,427,,
35,半導體材料分析／檢測,全球競爭_同業,,材料分析與故障分析服務商,材料分析與故障分析服務商,,0,False,428,,
35,半導體材料分析／檢測,全球合作_需求端,,先進製程／矽光子／晶圓代工,先進製程 矽光子 晶圓代工,,0,False,429,,
35,半導體材料分析／檢測,台灣高關聯股,,台積電2330★★★★,台積電,2330,4,False,430,2330,2330.TW
35,半導體材料分析／檢測,台灣高關聯股,,聯電2303★★★,聯電,2303,3,False,431,2303,2303.TW
35,半導體材料分析／檢測,台灣高關聯股,,日月光3711★★★,日月光,3711,3,False,432,3711,3711.TW
36,AI伺服器主板／系統,台灣核心股,,永擎7711 ★★★★,永擎,7711,4,False,433,7711,7711.TW
36,AI伺服器主板／系統,全球上游_供應,,CPU/GPU／PCB／Memory／電源,GPU PCB Memory 電源,CPU,0,False,434,CPU,CPU
36,AI伺服器主板／系統,全球競爭_同業,,SMCI★★★★,,SMCI,4,False,435,SMCI,SMCI
36,AI伺服器主板／系統,全球競爭_同業,,DELL★★★,,DELL,3,False,436,DELL,DELL
36,AI伺服器主板／系統,全球競爭_同業,,HPE★★★,,HPE,3,False,437,HPE,HPE
36,AI伺服器主板／系統,全球合作_需求端,,AI Server／Enterprise Server,AI Server Enterprise Server,,0,False,438,,
36,AI伺服器主板／系統,台灣高關聯股,,華擎3515★★★★,華擎,3515,4,False,439,3515,3515.TW
36,AI伺服器主板／系統,台灣高關聯股,,廣達2382★★★,廣達,2382,3,False,440,2382,2382.TW
36,AI伺服器主板／系統,台灣高關聯股,,緯穎6669★★★,緯穎,6669,3,False,441,6669,6669.TW
37,InP光通訊代工,台灣核心股,,光環3234 ★★★★,光環,3234,4,False,442,3234,3234.TW
37,InP光通訊代工,全球上游_供應,,InP磊晶／光通訊晶片,InP磊晶 光通訊晶片,,0,False,443,,
37,InP光通訊代工,全球競爭_同業,,COHR★★★★,,COHR,4,False,444,COHR,COHR
37,InP光通訊代工,全球競爭_同業,,LITE★★★★,,LITE,4,False,445,LITE,LITE
37,InP光通訊代工,全球合作_需求端,,800G／1.6T／CPO光通訊,1.6T CPO光通訊,800G,0,False,446,800G,800G
37,InP光通訊代工,台灣高關聯股,,聯亞3081★★★★★,聯亞,3081,5,False,447,3081,3081.TW
37,InP光通訊代工,台灣高關聯股,,華星光4979★★★★,華星光,4979,4,False,448,4979,4979.TW
37,InP光通訊代工,台灣高關聯股,,聯鈞3450★★★★,聯鈞,3450,4,False,449,3450,3450.TW
38,光纖／光通訊,台灣核心股,,沛亨6291 ★★★★,沛亨,6291,4,False,450,6291,6291.TW
38,光纖／光通訊,全球上游_供應,,光纖／光通訊零組件,光纖 光通訊零組件,,0,False,451,,
38,光纖／光通訊,全球競爭_同業,,COHR★★★,,COHR,3,False,452,COHR,COHR
38,光纖／光通訊,全球競爭_同業,,LITE★★★,,LITE,3,False,453,LITE,LITE
38,光纖／光通訊,全球合作_需求端,,AI資料中心／高速光通訊,AI資料中心 高速光通訊,,0,False,454,,
38,光纖／光通訊,台灣高關聯股,,華星光4979★★★,華星光,4979,3,False,455,4979,4979.TW
38,光纖／光通訊,台灣高關聯股,,波若威3163★★★,波若威,3163,3,False,456,3163,3163.TW
38,光纖／光通訊,台灣高關聯股,,上詮3363★★★,上詮,3363,3,False,457,3363,3363.TW
39,電子零組件／連接器,台灣核心股,,微星2377 ★★★★,微星,2377,4,False,458,2377,2377.TW
39,電子零組件／連接器,台灣核心股,,前鼎4908 ★★★★,前鼎,4908,4,False,459,4908,4908.TW
39,電子零組件／連接器,全球上游_供應,,連接器／光通訊元件／伺服器零組件,連接器 光通訊元件 伺服器零組件,,0,False,460,,
39,電子零組件／連接器,全球競爭_同業,,AI Server與光通訊同業,AI Server與光通訊同業,,0,False,461,,
39,電子零組件／連接器,全球合作_需求端,,AI Server／高速網路,AI Server 高速網路,,0,False,462,,
39,電子零組件／連接器,台灣高關聯股,,瀚荃8103★★★★,瀚荃,8103,4,False,463,8103,8103.TW
39,電子零組件／連接器,台灣高關聯股,,建準2421★★★,建準,2421,3,False,464,2421,2421.TW
